,xmin,ymin,xmax,ymax,label,score,image_path,Dead,geometry,index_right,utmZone,individualID,taxonID,siteID,plotID,plantStatus
130,454364.10000000003,4445272.7,454367.00000000006,4445270.100000001,Tree,0.20180298388004303,RMNP_012_2018.tif,1,"POLYGON ((454367.0000000001 4445272.7, 454367.0000000001 4445270.100000001, 454364.1 4445270.100000001, 454364.1 4445272.7, 454367.0000000001 4445272.7))",8988,13N,NEON.PLA.D10.RMNP.04574,ABLAL,RMNP,RMNP_012,"Live, disease damaged"
1,458565.0,4449710.2,458567.5,4449707.7,Tree,0.7398641705513,RMNP_013_2018.tif,0,"POLYGON ((458567.5 4449710.2, 458567.5 4449707.7, 458565 4449707.7, 458565 4449710.2, 458567.5 4449710.2))",9014,13N,NEON.PLA.D10.RMNP.04202,PIPOS,RMNP,RMNP_013,Live
2,458564.0,4449714.300000001,458567.0,4449711.2,Tree,0.724682092666626,RMNP_013_2018.tif,0,"POLYGON ((458567 4449714.300000001, 458567 4449711.2, 458564 4449711.2, 458564 4449714.300000001, 458567 4449714.300000001))",9020,13N,NEON.PLA.D10.RMNP.04208,PIPOS,RMNP,RMNP_013,Live
12,458570.4,4449711.100000001,458573.3,4449708.100000001,Tree,0.6059603095054626,RMNP_013_2018.tif,0,"POLYGON ((458573.3 4449711.100000001, 458573.3 4449708.100000001, 458570.4 4449708.100000001, 458570.4 4449711.100000001, 458573.3 4449711.100000001))",9015,13N,NEON.PLA.D10.RMNP.04203,PIPOS,RMNP,RMNP_013,Live
18,458568.9,4449716.000000001,458571.9,4449712.800000001,Tree,0.5822163820266724,RMNP_013_2018.tif,0,"POLYGON ((458571.9 4449716.000000001, 458571.9 4449712.800000001, 458568.9 4449712.800000001, 458568.9 4449716.000000001, 458571.9 4449716.000000001))",9019,13N,NEON.PLA.D10.RMNP.04207,PSME,RMNP,RMNP_013,"Live, disease damaged"
20,458561.0,4449707.4,458564.7,4449703.4,Tree,0.5466588735580444,RMNP_013_2018.tif,0,"POLYGON ((458564.7 4449707.4, 458564.7 4449703.4, 458561 4449703.4, 458561 4449707.4, 458564.7 4449707.4))",9013,13N,NEON.PLA.D10.RMNP.04201,PIPOS,RMNP,RMNP_013,Live
22,458572.0,4449706.4,458574.9,4449703.2,Tree,0.5334653258323669,RMNP_013_2018.tif,0,"POLYGON ((458574.9 4449706.4, 458574.9 4449703.2, 458572 4449703.2, 458572 4449706.4, 458574.9 4449706.4))",9017,13N,NEON.PLA.D10.RMNP.04205,PSME,RMNP,RMNP_013,Live
29,458572.4,4449722.500000001,458577.9,4449715.7,Tree,0.44006413221359253,RMNP_013_2018.tif,0,"POLYGON ((458577.9 4449722.500000001, 458577.9 4449715.7, 458572.4 4449715.7, 458572.4 4449722.500000001, 458577.9 4449722.500000001))",9018,13N,NEON.PLA.D10.RMNP.04206,PIPOS,RMNP,RMNP_013,Live
2,454485.6,4445802.9,454488.0,4445800.3,Tree,0.6451977491378784,RMNP_014_2018.tif,0,"POLYGON ((454488 4445802.9, 454488 4445800.3, 454485.6 4445800.3, 454485.6 4445802.9, 454488 4445802.9))",9029,13N,NEON.PLA.D10.RMNP.03728,PICOL,RMNP,RMNP_014,Live
3,454492.7,4445816.4,454494.7,4445814.4,Tree,0.6442369222640991,RMNP_014_2018.tif,0,"POLYGON ((454494.7 4445816.4, 454494.7 4445814.4, 454492.7 4445814.4, 454492.7 4445816.4, 454494.7 4445816.4))",9084,13N,NEON.PLA.D10.RMNP.03787,ABLAL,RMNP,RMNP_014,Live
4,454488.3,4445815.5,454490.8,4445812.9,Tree,0.64151531457901,RMNP_014_2018.tif,0,"POLYGON ((454490.8 4445815.5, 454490.8 4445812.9, 454488.3 4445812.9, 454488.3 4445815.5, 454490.8 4445815.5))",9074,13N,NEON.PLA.D10.RMNP.03776,PICOL,RMNP,RMNP_014,Live
5,454487.7,4445811.5,454490.3,4445808.7,Tree,0.6378432512283325,RMNP_014_2018.tif,0,"POLYGON ((454490.3 4445811.5, 454490.3 4445808.7, 454487.7 4445808.7, 454487.7 4445811.5, 454490.3 4445811.5))",9037,13N,NEON.PLA.D10.RMNP.03736,PICOL,RMNP,RMNP_014,Live
6,454489.4,4445818.4,454491.9,4445815.8,Tree,0.6333601474761963,RMNP_014_2018.tif,0,"POLYGON ((454491.9 4445818.4, 454491.9 4445815.8, 454489.4 4445815.8, 454489.4 4445818.4, 454491.9 4445818.4))",9073,13N,NEON.PLA.D10.RMNP.03774,PICOL,RMNP,RMNP_014,Live
8,454487.1,4445807.8,454489.0,4445805.9,Tree,0.6279192566871643,RMNP_014_2018.tif,0,"POLYGON ((454489 4445807.8, 454489 4445805.9, 454487.1 4445805.9, 454487.1 4445807.8, 454489 4445807.8))",9036,13N,NEON.PLA.D10.RMNP.03735,PICOL,RMNP,RMNP_014,Live
11,454485.9,4445819.9,454488.0,4445817.8,Tree,0.6214486360549927,RMNP_014_2018.tif,0,"POLYGON ((454488 4445819.9, 454488 4445817.8, 454485.9 4445817.8, 454485.9 4445819.9, 454488 4445819.9))",9063,13N,NEON.PLA.D10.RMNP.03764,ABLAL,RMNP,RMNP_014,Live
13,454492.6,4445811.0,454495.4,4445808.3,Tree,0.609736979007721,RMNP_014_2018.tif,0,"POLYGON ((454495.4 4445811, 454495.4 4445808.3, 454492.6 4445808.3, 454492.6 4445811, 454495.4 4445811))",9059,13N,NEON.PLA.D10.RMNP.03759,PICOL,RMNP,RMNP_014,Live
13,454492.6,4445811.0,454495.4,4445808.3,Tree,0.609736979007721,RMNP_014_2018.tif,0,"POLYGON ((454495.4 4445811, 454495.4 4445808.3, 454492.6 4445808.3, 454492.6 4445811, 454495.4 4445811))",9060,13N,NEON.PLA.D10.RMNP.03760,ABLAL,RMNP,RMNP_014,Live
15,454487.8,4445805.8,454489.6,4445803.9,Tree,0.59892737865448,RMNP_014_2018.tif,0,"POLYGON ((454489.6 4445805.8, 454489.6 4445803.9, 454487.8 4445803.9, 454487.8 4445805.8, 454489.6 4445805.8))",9035,13N,NEON.PLA.D10.RMNP.03734,PIEN,RMNP,RMNP_014,Live
16,454500.3,4445816.4,454503.0,4445813.8,Tree,0.5979960560798645,RMNP_014_2018.tif,0,"POLYGON ((454503 4445816.4, 454503 4445813.8, 454500.3 4445813.8, 454500.3 4445816.4, 454503 4445816.4))",9092,13N,NEON.PLA.D10.RMNP.03796,PIEN,RMNP,RMNP_014,Live
16,454500.3,4445816.4,454503.0,4445813.8,Tree,0.5979960560798645,RMNP_014_2018.tif,0,"POLYGON ((454503 4445816.4, 454503 4445813.8, 454500.3 4445813.8, 454500.3 4445816.4, 454503 4445816.4))",9093,13N,NEON.PLA.D10.RMNP.03797,PIEN,RMNP,RMNP_014,Live
20,454482.6,4445818.4,454484.4,4445816.5,Tree,0.5853378772735596,RMNP_014_2018.tif,0,"POLYGON ((454484.4 4445818.4, 454484.4 4445816.5, 454482.6 4445816.5, 454482.6 4445818.4, 454484.4 4445818.4))",9065,13N,NEON.PLA.D10.RMNP.03766,ABLAL,RMNP,RMNP_014,Live
21,454497.5,4445807.600000001,454499.7,4445805.4,Tree,0.5846719145774841,RMNP_014_2018.tif,0,"POLYGON ((454499.7 4445807.600000001, 454499.7 4445805.4, 454497.5 4445805.4, 454497.5 4445807.600000001, 454499.7 4445807.600000001))",9046,13N,NEON.PLA.D10.RMNP.03745,PIEN,RMNP,RMNP_014,Live
21,454497.5,4445807.600000001,454499.7,4445805.4,Tree,0.5846719145774841,RMNP_014_2018.tif,0,"POLYGON ((454499.7 4445807.600000001, 454499.7 4445805.4, 454497.5 4445805.4, 454497.5 4445807.600000001, 454499.7 4445807.600000001))",9044,13N,NEON.PLA.D10.RMNP.03743,PICOL,RMNP,RMNP_014,Live
21,454497.5,4445807.600000001,454499.7,4445805.4,Tree,0.5846719145774841,RMNP_014_2018.tif,0,"POLYGON ((454499.7 4445807.600000001, 454499.7 4445805.4, 454497.5 4445805.4, 454497.5 4445807.600000001, 454499.7 4445807.600000001))",9056,13N,NEON.PLA.D10.RMNP.03756,PIEN,RMNP,RMNP_014,Live
33,454493.3,4445818.7,454495.3,4445816.600000001,Tree,0.5599895119667053,RMNP_014_2018.tif,0,"POLYGON ((454495.3 4445818.7, 454495.3 4445816.600000001, 454493.3 4445816.600000001, 454493.3 4445818.7, 454495.3 4445818.7))",9082,13N,NEON.PLA.D10.RMNP.03785,ABLAL,RMNP,RMNP_014,Live
34,454483.0,4445808.2,454484.6,4445806.5,Tree,0.5590851306915283,RMNP_014_2018.tif,0,"POLYGON ((454484.6 4445808.2, 454484.6 4445806.5, 454483 4445806.5, 454483 4445808.2, 454484.6 4445808.2))",9025,13N,NEON.PLA.D10.RMNP.03724,ABLAL,RMNP,RMNP_014,Live
34,454483.0,4445808.2,454484.6,4445806.5,Tree,0.5590851306915283,RMNP_014_2018.tif,0,"POLYGON ((454484.6 4445808.2, 454484.6 4445806.5, 454483 4445806.5, 454483 4445808.2, 454484.6 4445808.2))",9026,13N,NEON.PLA.D10.RMNP.03725,ABLAL,RMNP,RMNP_014,Live
38,454490.1,4445806.3,454492.0,4445804.4,Tree,0.5520971417427063,RMNP_014_2018.tif,0,"POLYGON ((454492 4445806.3, 454492 4445804.4, 454490.1 4445804.4, 454490.1 4445806.3, 454492 4445806.3))",9034,13N,NEON.PLA.D10.RMNP.03733,ABLAL,RMNP,RMNP_014,Live
39,454500.7,4445812.9,454502.7,4445810.9,Tree,0.5516940951347351,RMNP_014_2018.tif,0,"POLYGON ((454502.7 4445812.9, 454502.7 4445810.9, 454500.7 4445810.9, 454500.7 4445812.9, 454502.7 4445812.9))",9091,13N,NEON.PLA.D10.RMNP.03795,PIEN,RMNP,RMNP_014,Live
41,454489.3,4445803.4,454491.1,4445801.5,Tree,0.5499362945556641,RMNP_014_2018.tif,0,"POLYGON ((454491.1 4445803.4, 454491.1 4445801.5, 454489.3 4445801.5, 454489.3 4445803.4, 454491.1 4445803.4))",9031,13N,NEON.PLA.D10.RMNP.03730,PIEN,RMNP,RMNP_014,Live
43,454484.0,4445814.4,454486.0,4445812.3,Tree,0.5491454005241394,RMNP_014_2018.tif,0,"POLYGON ((454486 4445814.4, 454486 4445812.3, 454484 4445812.3, 454484 4445814.4, 454486 4445814.4))",9071,13N,NEON.PLA.D10.RMNP.03772,ABLAL,RMNP,RMNP_014,Live
43,454484.0,4445814.4,454486.0,4445812.3,Tree,0.5491454005241394,RMNP_014_2018.tif,0,"POLYGON ((454486 4445814.4, 454486 4445812.3, 454484 4445812.3, 454484 4445814.4, 454486 4445814.4))",9070,13N,NEON.PLA.D10.RMNP.03771,ABLAL,RMNP,RMNP_014,Live
44,454482.7,4445811.600000001,454484.7,4445809.5,Tree,0.5483251810073853,RMNP_014_2018.tif,0,"POLYGON ((454484.7 4445811.600000001, 454484.7 4445809.5, 454482.7 4445809.5, 454482.7 4445811.600000001, 454484.7 4445811.600000001))",9027,13N,NEON.PLA.D10.RMNP.03726,ABLAL,RMNP,RMNP_014,Live
44,454482.7,4445811.600000001,454484.7,4445809.5,Tree,0.5483251810073853,RMNP_014_2018.tif,0,"POLYGON ((454484.7 4445811.600000001, 454484.7 4445809.5, 454482.7 4445809.5, 454482.7 4445811.600000001, 454484.7 4445811.600000001))",9028,13N,NEON.PLA.D10.RMNP.03727,ABLAL,RMNP,RMNP_014,Live
45,454494.8,4445813.600000001,454496.7,4445811.5,Tree,0.5477319955825806,RMNP_014_2018.tif,0,"POLYGON ((454496.7 4445813.600000001, 454496.7 4445811.5, 454494.8 4445811.5, 454494.8 4445813.600000001, 454496.7 4445813.600000001))",9088,13N,NEON.PLA.D10.RMNP.03792,ABLAL,RMNP,RMNP_014,Live
45,454494.8,4445813.600000001,454496.7,4445811.5,Tree,0.5477319955825806,RMNP_014_2018.tif,0,"POLYGON ((454496.7 4445813.600000001, 454496.7 4445811.5, 454494.8 4445811.5, 454494.8 4445813.600000001, 454496.7 4445813.600000001))",9089,13N,NEON.PLA.D10.RMNP.03793,ABLAL,RMNP,RMNP_014,Live
48,454483.0,4445821.8,454485.5,4445819.100000001,Tree,0.5427462458610535,RMNP_014_2018.tif,0,"POLYGON ((454485.5 4445821.8, 454485.5 4445819.100000001, 454483 4445819.100000001, 454483 4445821.8, 454485.5 4445821.8))",9061,13N,NEON.PLA.D10.RMNP.03761,PIEN,RMNP,RMNP_014,Live
48,454483.0,4445821.8,454485.5,4445819.100000001,Tree,0.5427462458610535,RMNP_014_2018.tif,0,"POLYGON ((454485.5 4445821.8, 454485.5 4445819.100000001, 454483 4445819.100000001, 454483 4445821.8, 454485.5 4445821.8))",9062,13N,NEON.PLA.D10.RMNP.03763,ABLAL,RMNP,RMNP_014,Live
56,454497.4,4445819.0,454499.6,4445816.600000001,Tree,0.5365570187568665,RMNP_014_2018.tif,0,"POLYGON ((454499.6 4445819, 454499.6 4445816.600000001, 454497.4 4445816.600000001, 454497.4 4445819, 454499.6 4445819))",9078,13N,NEON.PLA.D10.RMNP.03781,PICOL,RMNP,RMNP_014,Live
69,454500.4,4445806.8,454503.1,4445804.0,Tree,0.5233758091926575,RMNP_014_2018.tif,0,"POLYGON ((454503.1 4445806.8, 454503.1 4445804, 454500.4 4445804, 454500.4 4445806.8, 454503.1 4445806.8))",9042,13N,NEON.PLA.D10.RMNP.03741,PICOL,RMNP,RMNP_014,Live
69,454500.4,4445806.8,454503.1,4445804.0,Tree,0.5233758091926575,RMNP_014_2018.tif,0,"POLYGON ((454503.1 4445806.8, 454503.1 4445804, 454500.4 4445804, 454500.4 4445806.8, 454503.1 4445806.8))",9041,13N,NEON.PLA.D10.RMNP.03740,PIEN,RMNP,RMNP_014,Live
69,454500.4,4445806.8,454503.1,4445804.0,Tree,0.5233758091926575,RMNP_014_2018.tif,0,"POLYGON ((454503.1 4445806.8, 454503.1 4445804, 454500.4 4445804, 454500.4 4445806.8, 454503.1 4445806.8))",9045,13N,NEON.PLA.D10.RMNP.03744,ABLAL,RMNP,RMNP_014,Live
73,454498.0,4445811.4,454499.9,4445809.4,Tree,0.519106924533844,RMNP_014_2018.tif,0,"POLYGON ((454499.9 4445811.4, 454499.9 4445809.4, 454498 4445809.4, 454498 4445811.4, 454499.9 4445811.4))",9049,13N,NEON.PLA.D10.RMNP.03748,PICOL,RMNP,RMNP_014,Live
74,454494.9,4445807.7,454496.8,4445805.8,Tree,0.518446147441864,RMNP_014_2018.tif,0,"POLYGON ((454496.8 4445807.7, 454496.8 4445805.8, 454494.9 4445805.8, 454494.9 4445807.7, 454496.8 4445807.7))",9054,13N,NEON.PLA.D10.RMNP.03754,PICOL,RMNP,RMNP_014,Live
74,454494.9,4445807.7,454496.8,4445805.8,Tree,0.518446147441864,RMNP_014_2018.tif,0,"POLYGON ((454496.8 4445807.7, 454496.8 4445805.8, 454494.9 4445805.8, 454494.9 4445807.7, 454496.8 4445807.7))",9057,13N,NEON.PLA.D10.RMNP.03757,PICOL,RMNP,RMNP_014,Live
87,454490.6,4445821.100000001,454492.4,4445819.2,Tree,0.5061395168304443,RMNP_014_2018.tif,0,"POLYGON ((454492.4 4445821.100000001, 454492.4 4445819.2, 454490.6 4445819.2, 454490.6 4445821.100000001, 454492.4 4445821.100000001))",9072,13N,NEON.PLA.D10.RMNP.03773,ABLAL,RMNP,RMNP_014,Live
99,454491.9,4445803.4,454493.4,4445801.9,Tree,0.4810464382171631,RMNP_014_2018.tif,0,"POLYGON ((454493.4 4445803.4, 454493.4 4445801.9, 454491.9 4445801.9, 454491.9 4445803.4, 454493.4 4445803.4))",9032,13N,NEON.PLA.D10.RMNP.03731,ABLAL,RMNP,RMNP_014,Live
100,454493.2,4445806.7,454495.2,4445804.600000001,Tree,0.4810260236263275,RMNP_014_2018.tif,0,"POLYGON ((454495.2 4445806.7, 454495.2 4445804.600000001, 454493.2 4445804.600000001, 454493.2 4445806.7, 454495.2 4445806.7))",9055,13N,NEON.PLA.D10.RMNP.03755,PIEN,RMNP,RMNP_014,Live
103,454484.5,4445804.8,454486.3,4445802.9,Tree,0.4781859815120697,RMNP_014_2018.tif,0,"POLYGON ((454486.3 4445804.8, 454486.3 4445802.9, 454484.5 4445802.9, 454484.5 4445804.8, 454486.3 4445804.8))",9023,13N,NEON.PLA.D10.RMNP.03722,ABLAL,RMNP,RMNP_014,Live
111,454482.5,4445805.4,454484.4,4445803.4,Tree,0.46575504541397095,RMNP_014_2018.tif,0,"POLYGON ((454484.4 4445805.4, 454484.4 4445803.4, 454482.5 4445803.4, 454482.5 4445805.4, 454484.4 4445805.4))",9024,13N,NEON.PLA.D10.RMNP.03723,ABLAL,RMNP,RMNP_014,Live
123,454496.2,4445815.4,454498.7,4445812.7,Tree,0.2629862129688263,RMNP_014_2018.tif,0,"POLYGON ((454498.7 4445815.4, 454498.7 4445812.7, 454496.2 4445812.7, 454496.2 4445815.4, 454498.7 4445815.4))",9087,13N,NEON.PLA.D10.RMNP.03790,PIEN,RMNP,RMNP_014,Live
123,454496.2,4445815.4,454498.7,4445812.7,Tree,0.2629862129688263,RMNP_014_2018.tif,0,"POLYGON ((454498.7 4445815.4, 454498.7 4445812.7, 454496.2 4445812.7, 454496.2 4445815.4, 454498.7 4445815.4))",9086,13N,NEON.PLA.D10.RMNP.03789,ABLAL,RMNP,RMNP_014,Live
124,454498.2,4445804.2,454500.8,4445801.600000001,Tree,0.2571083605289459,RMNP_014_2018.tif,0,"POLYGON ((454500.8 4445804.2, 454500.8 4445801.600000001, 454498.2 4445801.600000001, 454498.2 4445804.2, 454500.8 4445804.2))",9039,13N,NEON.PLA.D10.RMNP.03738,ABLAL,RMNP,RMNP_014,Live
124,454498.2,4445804.2,454500.8,4445801.600000001,Tree,0.2571083605289459,RMNP_014_2018.tif,0,"POLYGON ((454500.8 4445804.2, 454500.8 4445801.600000001, 454498.2 4445801.600000001, 454498.2 4445804.2, 454500.8 4445804.2))",9040,13N,NEON.PLA.D10.RMNP.03739,ABLAL,RMNP,RMNP_014,Live
124,454498.2,4445804.2,454500.8,4445801.600000001,Tree,0.2571083605289459,RMNP_014_2018.tif,0,"POLYGON ((454500.8 4445804.2, 454500.8 4445801.600000001, 454498.2 4445801.600000001, 454498.2 4445804.2, 454500.8 4445804.2))",9043,13N,NEON.PLA.D10.RMNP.03742,PICOL,RMNP,RMNP_014,"Live, physically damaged"
0,458062.7,4450079.4,458066.10000000003,4450075.3,Tree,0.7301689386367798,RMNP_017_2018.tif,0,"POLYGON ((458066.1 4450079.4, 458066.1 4450075.3, 458062.7 4450075.3, 458062.7 4450079.4, 458066.1 4450079.4))",9100,13N,NEON.PLA.D10.RMNP.03971,PIPOS,RMNP,RMNP_017,Live
11,458054.10000000003,4450066.1,458057.30000000005,4450062.8,Tree,0.629521369934082,RMNP_017_2018.tif,0,"POLYGON ((458057.3 4450066.1, 458057.3 4450062.8, 458054.1 4450062.8, 458054.1 4450066.1, 458057.3 4450066.1))",9095,13N,NEON.PLA.D10.RMNP.03965,PICOL,RMNP,RMNP_017,Live
13,458059.60000000003,4450079.4,458062.10000000003,4450076.6,Tree,0.6233452558517456,RMNP_017_2018.tif,0,"POLYGON ((458062.1 4450079.4, 458062.1 4450076.6, 458059.6 4450076.6, 458059.6 4450079.4, 458062.1 4450079.4))",9099,13N,NEON.PLA.D10.RMNP.03970,PSME,RMNP,RMNP_017,Live
22,458069.30000000005,4450065.6,458071.30000000005,4450063.4,Tree,0.5858954787254333,RMNP_017_2018.tif,0,"POLYGON ((458071.3 4450065.6, 458071.3 4450063.4, 458069.3 4450063.4, 458069.3 4450065.6, 458071.3 4450065.6))",9111,13N,NEON.PLA.D10.RMNP.03984,PSME,RMNP,RMNP_017,Live
25,458068.5,4450073.2,458070.5,4450071.2,Tree,0.568713903427124,RMNP_017_2018.tif,0,"POLYGON ((458070.5 4450073.2, 458070.5 4450071.2, 458068.5 4450071.2, 458068.5 4450073.2, 458070.5 4450073.2))",9109,13N,NEON.PLA.D10.RMNP.03981,PIFL2,RMNP,RMNP_017,Standing dead
39,458067.60000000003,4450076.0,458069.4,4450074.1,Tree,0.5316107869148254,RMNP_017_2018.tif,0,"POLYGON ((458069.4 4450076, 458069.4 4450074.1, 458067.6 4450074.1, 458067.6 4450076, 458069.4 4450076))",9106,13N,NEON.PLA.D10.RMNP.03978,PIFL2,RMNP,RMNP_017,Live
49,458056.10000000003,4450070.2,458060.30000000005,4450066.4,Tree,0.5135939717292786,RMNP_017_2018.tif,0,"POLYGON ((458060.3 4450070.2, 458060.3 4450066.4, 458056.1 4450066.4, 458056.1 4450070.2, 458060.3 4450070.2))",9096,13N,NEON.PLA.D10.RMNP.03967,PIPOS,RMNP,RMNP_017,Live
60,458062.5,4450065.2,458064.7,4450062.7,Tree,0.49411195516586304,RMNP_017_2018.tif,0,"POLYGON ((458064.7 4450065.2, 458064.7 4450062.7, 458062.5 4450062.7, 458062.5 4450065.2, 458064.7 4450065.2))",9113,13N,NEON.PLA.D10.RMNP.03987,PSME,RMNP,RMNP_017,Live
61,458070.80000000005,4450068.9,458073.60000000003,4450065.9,Tree,0.48492270708084106,RMNP_017_2018.tif,0,"POLYGON ((458073.6 4450068.9, 458073.6 4450065.9, 458070.8 4450065.9, 458070.8 4450068.9, 458073.6 4450068.9))",9110,13N,NEON.PLA.D10.RMNP.03982,PIPOS,RMNP,RMNP_017,Live
68,458055.80000000005,4450075.2,458060.9,4450070.0,Tree,0.47099703550338745,RMNP_017_2018.tif,1,"POLYGON ((458060.9 4450075.2, 458060.9 4450070, 458055.8 4450070, 458055.8 4450075.2, 458060.9 4450075.2))",9097,13N,NEON.PLA.D10.RMNP.03968,PIPOS,RMNP,RMNP_017,Live
72,458069.60000000003,4450082.8,458071.60000000003,4450080.7,Tree,0.4554020166397095,RMNP_017_2018.tif,0,"POLYGON ((458071.6 4450082.8, 458071.6 4450080.7, 458069.6 4450080.7, 458069.6 4450082.8, 458071.6 4450082.8))",9101,13N,NEON.PLA.D10.RMNP.03972,PIPOS,RMNP,RMNP_017,Live
72,458069.60000000003,4450082.8,458071.60000000003,4450080.7,Tree,0.4554020166397095,RMNP_017_2018.tif,0,"POLYGON ((458071.6 4450082.8, 458071.6 4450080.7, 458069.6 4450080.7, 458069.6 4450082.8, 458071.6 4450082.8))",9102,13N,NEON.PLA.D10.RMNP.03973,PIFL2,RMNP,RMNP_017,Live
3,454101.9,4446081.4,454104.5,4446078.600000001,Tree,0.7114481329917908,RMNP_018_2018.tif,1,"POLYGON ((454104.5 4446081.4, 454104.5 4446078.600000001, 454101.9 4446078.600000001, 454101.9 4446081.4, 454104.5 4446081.4))",9130,13N,NEON.PLA.D10.RMNP.04810,PICOL,RMNP,RMNP_018,Standing dead
5,454102.3,4446088.8,454105.0,4446086.100000001,Tree,0.6944889426231384,RMNP_018_2018.tif,0,"POLYGON ((454105 4446088.8, 454105 4446086.100000001, 454102.3 4446086.100000001, 454102.3 4446088.8, 454105 4446088.8))",9139,13N,NEON.PLA.D10.RMNP.04822,PICOL,RMNP,RMNP_018,Live
9,454091.9,4446088.9,454094.4,4446086.4,Tree,0.6635158658027649,RMNP_018_2018.tif,0,"POLYGON ((454094.4 4446088.9, 454094.4 4446086.4, 454091.9 4446086.4, 454091.9 4446088.9, 454094.4 4446088.9))",9122,13N,NEON.PLA.D10.RMNP.04802,PICOL,RMNP,RMNP_018,"Live, disease damaged"
12,454108.1,4446091.4,454110.5,4446088.8,Tree,0.6584055423736572,RMNP_018_2018.tif,0,"POLYGON ((454110.5 4446091.4, 454110.5 4446088.8, 454108.1 4446088.8, 454108.1 4446091.4, 454110.5 4446091.4))",9145,13N,NEON.PLA.D10.RMNP.04831,PICOL,RMNP,RMNP_018,Live
13,454104.3,4446078.0,454107.0,4446075.0,Tree,0.6579192876815796,RMNP_018_2018.tif,0,"POLYGON ((454107 4446078, 454107 4446075, 454104.3 4446075, 454104.3 4446078, 454107 4446078))",9132,13N,NEON.PLA.D10.RMNP.04812,PICOL,RMNP,RMNP_018,Live
15,454107.3,4446080.9,454108.8,4446079.3,Tree,0.6520273089408875,RMNP_018_2018.tif,0,"POLYGON ((454108.8 4446080.9, 454108.8 4446079.3, 454107.3 4446079.3, 454107.3 4446080.9, 454108.8 4446080.9))",9131,13N,NEON.PLA.D10.RMNP.04811,PICOL,RMNP,RMNP_018,Live
22,454110.0,4446089.100000001,454112.5,4446086.5,Tree,0.6337533593177795,RMNP_018_2018.tif,0,"POLYGON ((454112.5 4446089.100000001, 454112.5 4446086.5, 454110 4446086.5, 454110 4446089.100000001, 454112.5 4446089.100000001))",9147,13N,NEON.PLA.D10.RMNP.04833,PICOL,RMNP,RMNP_018,"Live, physically damaged"
23,454096.7,4446074.4,454099.4,4446071.600000001,Tree,0.6320493221282959,RMNP_018_2018.tif,0,"POLYGON ((454099.4 4446074.4, 454099.4 4446071.600000001, 454096.7 4446071.600000001, 454096.7 4446074.4, 454099.4 4446074.4))",9116,13N,NEON.PLA.D10.RMNP.04796,PICOL,RMNP,RMNP_018,Live
28,454095.1,4446089.9,454097.4,4446087.600000001,Tree,0.616723895072937,RMNP_018_2018.tif,0,"POLYGON ((454097.4 4446089.9, 454097.4 4446087.600000001, 454095.1 4446087.600000001, 454095.1 4446089.9, 454097.4 4446089.9))",9125,13N,NEON.PLA.D10.RMNP.04805,PICOL,RMNP,RMNP_018,Live
30,454109.4,4446075.3,454111.4,4446073.3,Tree,0.6117907762527466,RMNP_018_2018.tif,0,"POLYGON ((454111.4 4446075.3, 454111.4 4446073.3, 454109.4 4446073.3, 454109.4 4446075.3, 454111.4 4446075.3))",9134,13N,NEON.PLA.D10.RMNP.04817,PICOL,RMNP,RMNP_018,Live
31,454097.5,4446079.4,454100.1,4446076.5,Tree,0.6056140661239624,RMNP_018_2018.tif,1,"POLYGON ((454100.1 4446079.4, 454100.1 4446076.5, 454097.5 4446076.5, 454097.5 4446079.4, 454100.1 4446079.4))",9118,13N,NEON.PLA.D10.RMNP.04798,PICOL,RMNP,RMNP_018,Standing dead
44,454101.7,4446075.4,454104.0,4446073.0,Tree,0.5612777471542358,RMNP_018_2018.tif,1,"POLYGON ((454104 4446075.4, 454104 4446073, 454101.7 4446073, 454101.7 4446075.4, 454104 4446075.4))",9133,13N,NEON.PLA.D10.RMNP.04815,PICOL,RMNP,RMNP_018,Standing dead
47,454108.8,4446083.5,454110.8,4446081.4,Tree,0.5555912852287292,RMNP_018_2018.tif,0,"POLYGON ((454110.8 4446083.5, 454110.8 4446081.4, 454108.8 4446081.4, 454108.8 4446083.5, 454110.8 4446083.5))",9140,13N,NEON.PLA.D10.RMNP.04823,PICOL,RMNP,RMNP_018,Live
52,454093.0,4446072.2,454095.9,4446069.4,Tree,0.544975996017456,RMNP_018_2018.tif,1,"POLYGON ((454095.9 4446072.2, 454095.9 4446069.4, 454093 4446069.4, 454093 4446072.2, 454095.9 4446072.2))",9114,13N,NEON.PLA.D10.RMNP.04794,PICOL,RMNP,RMNP_018,Standing dead
55,454091.3,4446079.100000001,454093.3,4446076.9,Tree,0.5375402569770813,RMNP_018_2018.tif,0,"POLYGON ((454093.3 4446079.100000001, 454093.3 4446076.9, 454091.3 4446076.9, 454091.3 4446079.100000001, 454093.3 4446079.100000001))",9115,13N,NEON.PLA.D10.RMNP.04795,PICOL,RMNP,RMNP_018,Live
56,454107.3,4446076.7,454109.3,4446074.5,Tree,0.5368281006813049,RMNP_018_2018.tif,0,"POLYGON ((454109.3 4446076.7, 454109.3 4446074.5, 454107.3 4446074.5, 454107.3 4446076.7, 454109.3 4446076.7))",9135,13N,NEON.PLA.D10.RMNP.04818,PICOL,RMNP,RMNP_018,Live
